Link_Image,Cand_Name,Cand_Id,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA19173&tabIndex=1","DENHAM, JEFF","H0CA19173","H","CA","10","REP","INCUMBENT","4911908.8","4932044.09","306567.07","1529.87","12/31/2018","PO BOX 1830","","MODESTO","CA","95353","1685459.66","93813.99","1779273.65","2525861.72","5000","0","4310135.37","597432.22","0","0","0","3512.48","0","0","828.73","4890589.27","0","0","0","0","0","0","31050.28","0","9904.54","40954.82","500","4269180.55","4887076.79","326702.36","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO01154&tabIndex=1","RAO, SAIRA","H8CO01154","H","CO","01","DEM","CHALLENGER","565680.42","565851.59","0","158419.83","12/31/2018","PO BOX 2347","","DENVER","CO","80201","309795.21","70885.21","380680.42","0","0","0","380680.42","0","0","185000","185000","0","0","0","0","517237.42","0","0","0","26580.17","0","26580.17","16194","0","0","16194","5840","364486.42","517237.42","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NY13074&tabIndex=1","GRIMM, MICHAEL","H0NY13074","H","NY","11","REP","CHALLENGER","478170.43","500577.88","30118.71","26334.1","12/31/2018","50 BORMAN AVENUE","","STATEN ISLAND","NY","10314","432793.09","27550","460343.09","5000","0","0","465343.09","0","0","0","0","12750","0","0","77.34","460577.88","0","0","0","0","0","0","40000","0","0","40000","0","425343.09","447827.88","52526.16","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH05168&tabIndex=1","WOLFRUM, TODD","H8OH05168","H","OH","05","REP","CHALLENGER","25627.02","23455.5","0","0","06/30/2018","115 N. WASHINGTON ST.","","VAN WERT","OH","45891","5268.7","7645","12913.7","0","0","7730.23","20643.93","0","4983.09","0","4983.09","0","0","0","0","23455.5","0","0","0","0","0","0","0","0","0","0","0","20643.93","23455.5","0","0","06/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD01193&tabIndex=1","COLVIN, JESSE","H8MD01193","H","MD","01","DEM","CHALLENGER","1876162.65","1807064.53","69098.12","0","12/31/2018","PO BOX 697","","WHITE MARSH","MD","21162","1495071.7","291444.78","1786516.48","86555.05","0","0","1873071.53","0","0","0","0","266.91","0","0","2824.21","1793444.53","0","0","0","0","0","0","1500","0","0","1500","12120","1871571.53","1793177.62","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MT00119&tabIndex=1","KIER, GRANT","H8MT00119","H","MT","00","DEM","CHALLENGER","842507.79","842507.79","0","0","09/30/2018","PO BOX 1483","","HELENA","MT","59624","695003.31","136289.91","831293.22","6351.19","0","2700","840344.41","0","0","0","0","2163.38","0","0","0","771964.51","0","0","0","0","0","0","66943.28","0","0","66943.28","3600","773401.13","769801.13","0","0","09/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD06259&tabIndex=1","GRAVES, CHRISTOPHER","H8MD06259","H","MD","06","DEM","OPEN","121143","121143","0","0","12/31/2018","20632 HIGHLAND HALL DR","","MONTGOMERY VILLAGE","MD","20886","11450","4693","16143","0","0","0","16143","0","105000","0","105000","0","0","0","0","116074.61","0","0","0","5068.39","0","5068.39","0","0","0","0","0","16143","116074.61","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TN02184&tabIndex=1","WHITMIRE, MARC","H8TN02184","H","TN","02","IND","OPEN","4180.24","2136.69","2043.55","1100","09/30/2018","3234 BARTON STREET","","KNOXVILLE","TN","37917","848","2232.24","3080.24","0","0","0","3080.24","0","1100","0","1100","0","0","0","0","2136.69","0","0","0","0","0","0","0","0","0","0","0","3080.24","2136.69","0","0","10/04/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NH01194&tabIndex=1","O'ROURKE, TERENCE MURPHY","H8NH01194","H","NH","01","DEM","OPEN","17847.8","16749.27","1250.94","0","09/30/2018","15 STONEWALL ROAD","","ALTON","NH","038095149","12923.23","4398.61","17321.84","0","0","520.96","17842.8","0","0","0","0","5","0","0","0","16488.16","0","0","0","0","0","0","261.11","0","0","261.11","0","17581.69","16483.16","0","0","10/13/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NV03119&tabIndex=1","HAMMOND, SCOTT","H8NV03119","H","NV","03","REP","OPEN","290689.03","290689.03","0","0","09/30/2018","PO BOX 27173","","LAS VEGAS","NV","89126","236112.36","8242","244354.36","44050","0","0","288404.36","0","0","0","0","2284.67","0","0","0","278389.03","0","0","0","0","0","0","12300","0","0","12300","0","276104.36","276104.36","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8ME01120&tabIndex=1","PINGREE, CHELLIE M","H8ME01120","H","ME","01","DEM","INCUMBENT","779379.93","1088304.62","224368.91","20000","12/31/2018","138 TURNER FARM RD","","NORTH HAVEN","ME","04853","313791.6","167333.09","481124.69","297500","0","0","778624.69","0","0","0","0","734.63","0","0","20.61","937268.37","0","0","0","0","0","0","5936.25","0","0","5936.25","145100","772688.44","936533.74","533293.6","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0GA09030&tabIndex=1","GRAVES, JOHN THOMAS MR. JR.","H0GA09030","H","GA","14","REP","INCUMBENT","2084074.97","1019273.24","1944503.48","0","12/31/2018","475 CRAIG RD NE","","RANGER","GA","307349703","651364","7724","659088","1279085.73","0","0","1938173.73","105880.1","0","0","0","30804.03","0","0","9217.11","983829.09","0","0","0","0","0","0","2900","0","1044.15","3944.15","31500","1934229.58","953025.06","879701.75","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL05096&tabIndex=1","QUIGLEY, MIKE","H0IL05096","H","IL","05","DEM","INCUMBENT","1334784.15","1249844.91","777495.55","0","12/31/2018","2652 N SOUTHPORT AVENUE","UNIT E","CHICAGO","IL","60614","622244.3","45121.85","667366.15","667418","0","0","1334784.15","0","0","0","0","0","0","0","0","1101515.84","0","0","0","0","0","0","4308.19","0","1500","5808.19","142520.88","1328975.96","1101515.84","692556.31","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0IL14080&tabIndex=1","HULTGREN, RANDY","H0IL14080","H","IL","14","REP","INCUMBENT","2238968.82","2400772.35","395.52","9149.65","12/31/2018","12355 ANDREW STREET","","PLANO","IL","60545","741229.11","74730.5","815959.61","1406800.92","0","0","2222760.53","5164.38","3700","0","3700","7343.91","0","0","0","2343631.59","0","0","4070.76","0","0","0","9070","0","4400","13470","39600","2209290.53","2336287.68","162199.05","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN06194&tabIndex=1","CARSON, ANDRE D.","H8IN06194","H","IN","06","DEM","OPEN","0","0","0","0","","P.O. BOX 1863 ","","INDIANAPOLIS","IN","46201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX27031&tabIndex=1","PENA, RENE MR. JR.","H8TX27031","H","TX","27","DEM","OPEN","0","0","0","0","","5387 FALMAR ST","P.O.BOX128","BANQUETE","TX","78339","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX21315&tabIndex=1","SARVER, JENIFER","H8TX21315","H","TX","21","REP","OPEN","213468.8","208073.06","5395.74","0","03/31/2018","2601 FOXGLEN DRIVE","","AUSTIN","TX","78704","176220.86","24251.96","200472.82","4500","0","25","204997.82","0","8470.98","0","8470.98","0","0","0","0","199602.08","0","0","0","8470.98","0","8470.98","0","0","0","0","0","204997.82","199602.08","0","0","10/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07309&tabIndex=1","SPICER, SUE","H8IN07309","H","IN","07","DEM","CHALLENGER","0","0","0","0","","53 JEFFERSON AVENUE ","","INDIANAPOLIS","IN","46201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07317&tabIndex=1","COUCH, JOHN L.","H8IN07317","H","IN","07","REP","CHALLENGER","0","0","0","0","","8845 JACKSON STREET","","INDIANAPOLIS","IN","46231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL04142&tabIndex=1","RAMIREZ-ROSA, CARLOS MR.","H8IL04142","H","IL","04","DEM","OPEN","22322.73","12675","9647.73","0","12/31/2017","3138 N. BERNARD","","CHICAGO","IL","60618","21722.73","600","22322.73","0","0","0","22322.73","0","0","0","0","0","0","0","0","12675","0","0","0","0","0","0","0","0","0","0","0","22322.73","12675","0","0","11/29/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY09166&tabIndex=1","JOYNER, JOHN JOSEPH MR JR","H8NY09166","H","NY","09","REP","CHALLENGER","0","0","0","0","","560 WINTHROP STREET","APT 814","BROOKLYN","NY","11203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH10135&tabIndex=1","LITTLE, MICHAEL JAMES HARLESS","H8OH10135","H","OH","10","NNE","CHALLENGER","0","0","0","0","","17 GREENEVIEW","","JAMESTOWN","OH","45335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8GA04109&tabIndex=1","GUILLORY, RYAN MR.","H8GA04109","H","GA","04","DEM","CHALLENGER","120.05","0","120.05","0","12/31/2017","1544 WELLBORN RD #1453","","LITHONIA","GA","30058","0","120.05","120.05","0","0","0","120.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.05","0","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8TX32056&tabIndex=1","PELLETT, DANIELLE JESSICA","H8TX32056","H","TX","32","DEM","CHALLENGER","15976.72","14220.45","1816.27","0","12/31/2017","820 WISTERIA WAY","","RICHARDSON","TX","75080","7739.98","7756.74","15496.72","0","0","480","15976.72","0","0","0","0","0","0","0","0","14220.45","0","0","0","0","0","0","0","0","0","0","0","15976.72","14220.45","60","0","11/09/2016"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07325&tabIndex=1","DAVIS, J. JASON","H8IN07325","H","IN","07","REP","CHALLENGER","0","0","0","0","","6139 E SOUTHPORT ROAD ","","INDIANAPOLIS","IN","46237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07333&tabIndex=1","EASON, DONALD JR.","H8IN07333","H","IN","07","REP","CHALLENGER","0","0","0","0","","12537 GEIST COVE DRIVE","","INDIANAPOLIS","IN","46236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA44186&tabIndex=1","SOTOMAYOR, ARMANDO","H6CA44186","H","CA","34","DEM","OPEN","0","0","0","0","","8360 OAKDALE AVE","","WINNETKA","CA","91306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN09131&tabIndex=1","ALSPACH, JAMES DEAN","H8IN09131","H","IN","09","REP","CHALLENGER","0","0","0","0","","5882 SOUTH STREET ROAD 135","","MORGANTOWN","IN","46160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA34290&tabIndex=1","GARZA, MELISSA 'SHARKIE'","H8CA34290","H","CA","34","DEM","OPEN","0","0","0","0","","P.O. BOX 742027","","LOS ANGELES","CA","90004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA34308&tabIndex=1","SULLIVAN, RICHARD JOSEPH","H8CA34308","H","CA","34","DEM","OPEN","0","0","0","0","","219 S BARRINGTON #217 ","","LOS ANGELES","CA","90049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA34316&tabIndex=1","MORRISON, WILLIAM 'RODRIGUEZ'","H8CA34316","H","CA","34","REP","OPEN","0","0","0","0","","2728 CINCINNATI STREET","","LOS ANGELES","CA","90033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TX00368&tabIndex=1","DILLINGHAM, THOMAS WAYNE","S8TX00368","S","TX","00","REP","CHALLENGER","0","0","0","0","","7133 BARBADOS DR","","NORTH RICHLAND HIL","TX","76180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN03084&tabIndex=1","BENDER, TYLER","H8IN03084","H","IN","03","OTH","CHALLENGER","370","70.61","299.39","100","01/31/2018","2429 S CALHOUN ST APT 1","","FORT WAYNE","IN","46807","270","0","270","0","0","0","270","0","100","0","100","0","0","0","0","70.61","0","0","0","0","0","0","0","0","0","0","0","270","70.61","0","0","09/04/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO07102&tabIndex=1","BEEN, ANDREW 1974","H8CO07102","H","CO","07","DEM","CHALLENGER","0","0","0","0","","1560 E 84TH AVE","","DENVER","CO","80229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8WV03113&tabIndex=1","GEARHEART, MARTY","H8WV03113","H","WV","03","REP","OPEN","117313.17","65348.56","51964.61","0","06/30/2018","PO BOX 124","","BLUEFIELD","WV","24701","48213.17","5300","53513.17","3800","0","0","57313.17","0","60000","0","60000","0","0","0","0","55080.8","0","0","0","0","0","0","0","0","0","0","10267.76","57313.17","55080.8","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD02159&tabIndex=1","MIMOUN, GUILLAUME MR","H8MD02159","H","MD","02","GRE","CHALLENGER","0","0","0","0","","5 DEEPWATER CT","APT C","COCKEYSVILLE","MD","21030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NJ11217&tabIndex=1","WEBBER, JAY","H8NJ11217","H","NJ","11","REP","OPEN","1669131.56","1646820.97","22310.59","0","12/31/2018","14 FOREST AVE","","MORRIS PLAINS","NJ","079502513","1156908.37","188264.67","1345173.04","202549.7","0","0","1547722.74","119407.24","2001.58","0","2001.58","0","0","0","0","1642984.39","0","0","0","2001.58","0","2001.58","0","0","1000","1000","835","1546722.74","1642984.39","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0MN00203&tabIndex=1","IVERSON, GREGG A","S0MN00203","S","MN","00","DFL","CHALLENGER","0","0","0","0","","5523 34TH AVENUE SOUTH","","MINNEAPOLIS","MN","55417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY21310&tabIndex=1","SCHNIBBE, STEVEN C.","H8NY21310","H","NY","21","REP","CHALLENGER","0","0","0","0","","139 PARK AVENUE","","SARANAC LAKE","NY","12983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NM01380&tabIndex=1","MARTINEZ, DAMON P","H8NM01380","H","NM","01","DEM","OPEN","757679.56","756604.88","974.68","183400","12/31/2018","PO BOX 90843","","ALBUQUERQUE","NM","87199","483472.35","64887.89","548360.24","13600","0","4087.59","566047.83","0","183400","0","183400","8231.73","0","0","0","706728.13","0","0","0","0","0","0","47412.56","0","0","47412.56","2464.19","518635.27","698496.4","0","0","07/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MO07207&tabIndex=1","FAUCETT, PEYTON C. MR.","H8MO07207","H","MO","07","DEM","CHALLENGER","0","0","0","0","","4649 SOUTH FARM ROAD 137","","SPRINGFIELD","MO","65810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8AL00472&tabIndex=1","MCBRIDE, ARLESTER (MAC)","S8AL00472","S","AL","00","IND","CHALLENGER","0","0","0","0","","2820 BROADVIEW DRIVE NW","","HUNTSVILLE","AL","35810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MD03140&tabIndex=1","ROSAS, RAUL EDUARDO","H8MD03140","H","MD","03","DEM","CHALLENGER","0","0","0","0","","7408 OAKLAND MILLS ROAD","","COLUMBIA","MD","21046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6WA00339&tabIndex=1","TSIMERMAN, ALEX","S6WA00339","S","WA","00","OTH","CHALLENGER","0","0","0","0","","PO BOX 4222","","SEATTLE","WA","98104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8PA13109&tabIndex=1","HART, KRISTOPHER","H8PA13109","H","PA","13","REP","CHALLENGER","0","0","0","0","","1516 BETHLEHEM PIKE","","FLOURTOWN","PA","19031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2RI01186&tabIndex=1","YOUNG, CHRISTOPHER F.","H2RI01186","H","RI","01","DEM","CHALLENGER","0","0","0","0","","20 ELEANOR RD","","COVENTRY","RI","02816","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC05146&tabIndex=1","FOXX, VIRGINIA ANN","H4NC05146","H","NC","05","REP","INCUMBENT","2355772.98","2355935.62","2427125.77","0","12/31/2018","616 RIME FOREST","","BANNER ELK","NC","28604","1247509.46","53887.52","1301396.98","1053044.15","1000","0","2355441.13","0","0","0","0","331.85","0","0","0","2148257.63","0","0","5000","0","0","0","16525","0","0","16525","186152.99","2338916.13","2147925.78","2411990.03","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC06052&tabIndex=1","WALKER, BRADLEY MARK MR.","H4NC06052","H","NC","06","REP","INCUMBENT","1328330.9","820098.14","733815.93","0","12/31/2018","2941 BATTLEGROUND AVE","BOX 38334","GREENSBORO","NC","27438","317255","25331.99","342586.99","598735.88","0","0","941322.87","377383.61","0","0","0","9624.42","0","0","0","745907.2","0","0","0","0","0","0","7300","0","0","7300","66890.94","934022.87","736282.78","225583.17","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO04109&tabIndex=1","WEIL, RICHARD LYONS","H8CO04109","H","CO","04","DEM","CHALLENGER","0","0","0","0","","1910 LAKESIDE RESORT LANE","","FORT COLLINS","CO","80524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC10047&tabIndex=1","MCHENRY, PATRICK","H4NC10047","H","NC","10","REP","INCUMBENT","3768164.83","3897873.1","1266099.11","0","12/31/2018","PO BOX 2165","","GASTONIA","NC","28053","859975","9242","869217","1918300","20","0","2787537","976264.6","0","0","0","4092.83","0","0","270.4","1946286.34","0","0","0","0","0","0","23800","0","8000","31800","1919786.76","2755737","1942193.51","1395807.38","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8IN00205&tabIndex=1","DEL RIO, MARTIN","S8IN00205","S","IN","00","DEM","CHALLENGER","0","0","0","0","","PO BOX 9163","","HIGHLAND","IN","46322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NJ01084&tabIndex=1","NORCROSS, DONALD W","H4NJ01084","H","NJ","01","DEM","INCUMBENT","2194158.29","1503682.38","789938.58","0","12/31/2018","1 MARKET STREET UNIT 522","","CAMDEN","NJ","08102","1177305.35","22084.62","1199389.97","991207.49","16.33","0","2190613.79","0","0","0","0","1905.45","0","0","1639.05","1298175.55","0","0","0","15161.83","0","15161.83","2000","0","200","2200","188145","2188413.79","1296270.1","99462.67","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NJ12149&tabIndex=1","COLEMAN, BONNIE WATSON","H4NJ12149","H","NJ","12","DEM","INCUMBENT","916386.21","846026.64","149372.42","7550","12/31/2018","918 PENNSYLVANIA AVE SE","","WASHINGTON","DC","20003","392514.46","84313.99","476828.45","438175","0","0","915003.45","0","0","0","0","1382.76","0","0","0","616760.34","0","0","0","0","0","0","15652.4","0","300","15952.4","213313.9","899051.05","615377.58","79012.85","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY21079&tabIndex=1","STEFANIK, ELISE M.","H4NY21079","H","NY","21","REP","INCUMBENT","2808067.15","2998027.64","352228.72","0","12/31/2018","PO BOX 500","","GLENS FALLS","NY","12801","938967.72","132866.23","1071833.95","1452446.68","0","0","2524280.63","281643.58","0","0","0","2142.94","0","0","0","2980680.97","0","0","3650","0","0","0","5406.67","0","1000","6406.67","7290","2517873.96","2978538.03","542189.21","0","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MN08092&tabIndex=1","KENNEDY, KIRSTEN HAGEN","H8MN08092","H","MN","08","DFL","OPEN","21443.41","15716.2","5165.18","2529.88","09/30/2018","7149 378 STREET","","NORTH BRANCH","MN","55056","15543.27","5899.91","21443.18","0","0","0","21443.18","0","0","0","0","0","0","0",".23","15436.52","0","0","0","0","0","0","0","0","0","0","279.68","21443.18","15436.52","0","0","01/01/2018"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA42061&tabIndex=1","ROHRABACHER, DANA","H8CA42061","H","CA","48","REP","INCUMBENT","2788146.84","2979978.21","45943.83","38784.5","12/31/2018","PO BOX 3011","","NEWPORT BEACH","CA","92658","1987857.81","147277.34","2135135.15","344189.07","5000","0","2484324.22","200832.94","0","0","0","12270.95","0","0","90718.73","2797171.44","0","0","0","0","0","0","20256.81","0","8000","28256.81","154549.96","2456067.41","2784900.49","237775.2","19000","01/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL09145&tabIndex=1","LASONDE, JOAN MCCARTHY","H6IL09145","H","IL","09","REP","CHALLENGER","0","0","0","0","","622 CENTRAL AVE","","WILMETTE","IL","60091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IL15064&tabIndex=1","MARCH, ANTHONY JAMES","H8IL15064","H","IL","15","DEM","CHALLENGER","820.63","820.63","0","0","12/31/2017","3011 PARK HAVEN BLVD","","DANVILLE","IL","61832","0","545","545","0","0","175.63","720.63","0","100","0","100","0","0","0","0","720.63","0","0","0","100","0","100","0","0","0","0","0","720.63","720.63","0","0","04/01/2017"
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0AK00162&tabIndex=1","HILL, SID","S0AK00162","S","AK","00","UN","CHALLENGER","0","0","0","0","","P.O. BOX 4556 ","","PALMER","","99645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
