"business_id","date","ViolationTypeID","risk_category","description"
4621,"20160627",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4621,"20160627",103103,"High Risk","High risk food holding temperature "
4621,"20160627",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4621,"20160627",103147,"Low Risk","Inadequate ventilation or lighting"
4621,"20170628",103139,"Low Risk","Improper food storage"
4621,"20170628",103133,"Moderate Risk","Foods not protected from contamination"
4621,"20170628",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4621,"20170628",103103,"High Risk","High risk food holding temperature "
4621,"20170628",103102,"High Risk","Unclean hands or improper use of gloves"
4621,"20170628",103129,"Moderate Risk","Insufficient hot water or running water"
4621,"20150616",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4621,"20150616",103133,"Moderate Risk","Foods not protected from contamination"
4621,"20150616",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4621,"20150616",103138,"Low Risk","Improper storage use or identification of toxic substances"
4621,"20150616",103103,"High Risk","High risk food holding temperature "
4621,"20150616",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4621,"20150616",103139,"Low Risk","Improper food storage"
4622,"20160919",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4622,"20160919",103133,"Moderate Risk","Foods not protected from contamination"
4622,"20160919",103142,"Low Risk","Unclean nonfood contact surfaces"
4622,"20160919",103145,"Low Risk","Improper storage of equipment utensils or linens"
4622,"20160919",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4622,"20160919",103161,"Low Risk","Low risk vermin infestation"
4622,"20160919",103120,"Moderate Risk","Moderate risk food holding temperature "
4622,"20171115",103142,"Low Risk","Unclean nonfood contact surfaces"
4622,"20171115",103157,"Low Risk","Food safety certificate or food handler card not available"
4622,"20171115",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4622,"20171115",103120,"Moderate Risk","Moderate risk food holding temperature "
4622,"20171115",103139,"Low Risk","Improper food storage"
4622,"20171115",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4622,"20160504",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4622,"20160504",103132,"Moderate Risk","Improper thawing methods "
4622,"20160504",103139,"Low Risk","Improper food storage"
4622,"20160504",103120,"Moderate Risk","Moderate risk food holding temperature "
4622,"20160504",103133,"Moderate Risk","Foods not protected from contamination"
4622,"20160504",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
4623,"20160502",103120,"Moderate Risk","Moderate risk food holding temperature "
4623,"20160502",103112,"High Risk","No hot water or running water"
4627,"20160630",103105,"High Risk","Improper cooling methods"
4627,"20160630",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4627,"20160630",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4627,"20160630",103136,"Low Risk","Unsanitary employee garments hair or nails"
4627,"20180227",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4627,"20180227",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4627,"20180227",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4627,"20180227",103133,"Moderate Risk","Foods not protected from contamination"
4630,"20170304",103157,"Low Risk","Food safety certificate or food handler card not available"
4630,"20170304",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4630,"20160527",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4634,"20170213",103139,"Low Risk","Improper food storage"
4636,"20161214",103129,"Moderate Risk","Insufficient hot water or running water"
4636,"20161214",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4636,"20170712",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4636,"20170712",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4636,"20170712",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4636,"20160405",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4636,"20160405",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4638,"20160801",103132,"Moderate Risk","Improper thawing methods "
4638,"20160801",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4638,"20160801",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
4643,"20160512",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4643,"20160512",103139,"Low Risk","Improper food storage"
4643,"20160512",103132,"Moderate Risk","Improper thawing methods "
4643,"20160512",103103,"High Risk","High risk food holding temperature "
4643,"20160512",103102,"High Risk","Unclean hands or improper use of gloves"
4643,"20160512",103109,"High Risk","Unclean or unsanitary food contact surfaces"
4643,"20160512",103131,"Moderate Risk","Moderate risk vermin infestation"
4643,"20180109",103107,"High Risk","Improper reheating of food"
4643,"20180109",103147,"Low Risk","Inadequate ventilation or lighting"
4643,"20180109",103162,"Low Risk","Other low risk violation"
4643,"20180109",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4643,"20180109",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4650,"20160527",103134,"Moderate Risk","Other moderate risk violation"
4650,"20180315",103138,"Low Risk","Improper storage use or identification of toxic substances"
4650,"20180315",103131,"Moderate Risk","Moderate risk vermin infestation"
4650,"20180315",103129,"Moderate Risk","Insufficient hot water or running water"
4650,"20180315",103120,"Moderate Risk","Moderate risk food holding temperature "
4650,"20180315",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4654,"20180604",103162,"Low Risk","Other low risk violation"
4654,"20180604",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4654,"20180604",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4654,"20170425",103139,"Low Risk","Improper food storage"
4654,"20170425",103109,"High Risk","Unclean or unsanitary food contact surfaces"
4654,"20170425",103131,"Moderate Risk","Moderate risk vermin infestation"
4654,"20170425",103102,"High Risk","Unclean hands or improper use of gloves"
4654,"20151218",103129,"Moderate Risk","Insufficient hot water or running water"
4654,"20151218",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4654,"20151218",103120,"Moderate Risk","Moderate risk food holding temperature "
4654,"20160617",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4654,"20160617",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4654,"20160617",103148,"Low Risk","No thermometers or uncalibrated thermometers "
4654,"20160617",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4654,"20160617",103120,"Moderate Risk","Moderate risk food holding temperature "
4654,"20160617",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
4656,"20161011",103139,"Low Risk","Improper food storage"
4656,"20161011",103143,"Low Risk","Inadequate warewashing facilities or equipment"
4656,"20171011",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4656,"20171011",103143,"Low Risk","Inadequate warewashing facilities or equipment"
4656,"20160411",103150,"Low Risk","Improper or defective plumbing"
4656,"20160411",103157,"Low Risk","Food safety certificate or food handler card not available"
4656,"20160411",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4665,"20161220",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4665,"20161220",103131,"Moderate Risk","Moderate risk vermin infestation"
4665,"20171016",103139,"Low Risk","Improper food storage"
4665,"20171016",103138,"Low Risk","Improper storage use or identification of toxic substances"
4665,"20160524",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4665,"20160524",103120,"Moderate Risk","Moderate risk food holding temperature "
4667,"20160602",103129,"Moderate Risk","Insufficient hot water or running water"
4670,"20160901",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4670,"20160901",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4670,"20160901",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4670,"20160901",103109,"High Risk","Unclean or unsanitary food contact surfaces"
4670,"20160901",103133,"Moderate Risk","Foods not protected from contamination"
4670,"20160901",103120,"Moderate Risk","Moderate risk food holding temperature "
4670,"20171013",103139,"Low Risk","Improper food storage"
4670,"20171013",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4670,"20171013",103138,"Low Risk","Improper storage use or identification of toxic substances"
4670,"20171013",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4670,"20171013",103103,"High Risk","High risk food holding temperature "
4670,"20171013",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4670,"20160324",103114,"High Risk","High risk vermin infestation"
4670,"20160324",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4670,"20160324",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
4670,"20160324",103157,"Low Risk","Food safety certificate or food handler card not available"
4670,"20160324",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4670,"20160324",103145,"Low Risk","Improper storage of equipment utensils or linens"
4670,"20160324",103102,"High Risk","Unclean hands or improper use of gloves"
4671,"20180604",103157,"Low Risk","Food safety certificate or food handler card not available"
4671,"20170117",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4671,"20160531",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4672,"20161206",103102,"High Risk","Unclean hands or improper use of gloves"
4672,"20161206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4672,"20161206",103109,"High Risk","Unclean or unsanitary food contact surfaces"
4672,"20171120",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4672,"20171120",103139,"Low Risk","Improper food storage"
4672,"20171120",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4672,"20171120",103120,"Moderate Risk","Moderate risk food holding temperature "
4672,"20171120",103157,"Low Risk","Food safety certificate or food handler card not available"
4672,"20171120",103131,"Moderate Risk","Moderate risk vermin infestation"
4672,"20160516",103139,"Low Risk","Improper food storage"
4672,"20160516",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4672,"20160516",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
4672,"20160516",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4672,"20160516",103120,"Moderate Risk","Moderate risk food holding temperature "
4678,"20161107",103109,"High Risk","Unclean or unsanitary food contact surfaces"
4678,"20161107",103131,"Moderate Risk","Moderate risk vermin infestation"
4678,"20161107",103150,"Low Risk","Improper or defective plumbing"
4678,"20161107",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4678,"20161107",103156,"Low Risk","Permit license or inspection report not posted"
4678,"20171020",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4678,"20171020",103131,"Moderate Risk","Moderate risk vermin infestation"
4678,"20171020",103147,"Low Risk","Inadequate ventilation or lighting"
4678,"20171020",103118,"Moderate Risk","Employee eating or smoking"
4678,"20171020",103139,"Low Risk","Improper food storage"
4678,"20171020",103138,"Low Risk","Improper storage use or identification of toxic substances"
4678,"20171020",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4678,"20171020",103109,"High Risk","Unclean or unsanitary food contact surfaces"
4678,"20160311",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4678,"20160311",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4678,"20160311",103138,"Low Risk","Improper storage use or identification of toxic substances"
4678,"20160311",103150,"Low Risk","Improper or defective plumbing"
4678,"20160311",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4678,"20160311",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4681,"20180516",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4681,"20170901",103120,"Moderate Risk","Moderate risk food holding temperature "
4683,"20160831",103120,"Moderate Risk","Moderate risk food holding temperature "
4683,"20160831",103157,"Low Risk","Food safety certificate or food handler card not available"
4683,"20160831",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4683,"20160831",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4683,"20170328",103139,"Low Risk","Improper food storage"
4683,"20170328",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4683,"20170328",103156,"Low Risk","Permit license or inspection report not posted"
4683,"20170328",103157,"Low Risk","Food safety certificate or food handler card not available"
4683,"20160222",103142,"Low Risk","Unclean nonfood contact surfaces"
4683,"20160222",103157,"Low Risk","Food safety certificate or food handler card not available"
4683,"20180209",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4683,"20180209",103120,"Moderate Risk","Moderate risk food holding temperature "
4683,"20180209",103129,"Moderate Risk","Insufficient hot water or running water"
4683,"20180209",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4685,"20180507",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4685,"20180507",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4685,"20161203",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4685,"20161203",103156,"Low Risk","Permit license or inspection report not posted"
4685,"20170615",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4685,"20170615",103103,"High Risk","High risk food holding temperature "
4685,"20170615",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4685,"20170615",103156,"Low Risk","Permit license or inspection report not posted"
4685,"20170712",103156,"Low Risk","Permit license or inspection report not posted"
4685,"20170712",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4685,"20170712",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4685,"20160329",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4685,"20160329",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4685,"20160329",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
4686,"20170105",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4686,"20170105",103145,"Low Risk","Improper storage of equipment utensils or linens"
4686,"20170523",103120,"Moderate Risk","Moderate risk food holding temperature "
4686,"20170523",103148,"Low Risk","No thermometers or uncalibrated thermometers "
4686,"20151006",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4686,"20151006",103133,"Moderate Risk","Foods not protected from contamination"
4686,"20160603",103133,"Moderate Risk","Foods not protected from contamination"
4686,"20160603",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4686,"20171206",103133,"Moderate Risk","Foods not protected from contamination"
4686,"20171206",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4686,"20171206",103156,"Low Risk","Permit license or inspection report not posted"
4688,"20161209",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4688,"20161209",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4688,"20161209",103157,"Low Risk","Food safety certificate or food handler card not available"
4688,"20170609",103157,"Low Risk","Food safety certificate or food handler card not available"
4688,"20170609",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4688,"20170609",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4688,"20170908",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4688,"20170908",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4688,"20170908",103114,"High Risk","High risk vermin infestation"
4688,"20160401",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4688,"20160401",103138,"Low Risk","Improper storage use or identification of toxic substances"
4694,"20170210",103138,"Low Risk","Improper storage use or identification of toxic substances"
4694,"20170210",103131,"Moderate Risk","Moderate risk vermin infestation"
4694,"20170210",103120,"Moderate Risk","Moderate risk food holding temperature "
4694,"20160606",103131,"Moderate Risk","Moderate risk vermin infestation"
4694,"20160606",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4694,"20160606",103138,"Low Risk","Improper storage use or identification of toxic substances"
4700,"20160623",103138,"Low Risk","Improper storage use or identification of toxic substances"
4700,"20160623",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4700,"20170309",103118,"Moderate Risk","Employee eating or smoking"
4700,"20170309",103120,"Moderate Risk","Moderate risk food holding temperature "
4702,"20160916",103139,"Low Risk","Improper food storage"
4702,"20160916",103157,"Low Risk","Food safety certificate or food handler card not available"
4702,"20160916",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4702,"20160127",103157,"Low Risk","Food safety certificate or food handler card not available"
4702,"20160127",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4702,"20180226",103131,"Moderate Risk","Moderate risk vermin infestation"
4703,"20160919",103148,"Low Risk","No thermometers or uncalibrated thermometers "
4703,"20160919",103120,"Moderate Risk","Moderate risk food holding temperature "
4703,"20160919",103131,"Moderate Risk","Moderate risk vermin infestation"
4703,"20160919",103133,"Moderate Risk","Foods not protected from contamination"
4703,"20160919",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4703,"20160919",103105,"High Risk","Improper cooling methods"
4703,"20160919",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4703,"20170830",103145,"Low Risk","Improper storage of equipment utensils or linens"
4703,"20170830",103142,"Low Risk","Unclean nonfood contact surfaces"
4703,"20170830",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4703,"20170830",103158,"Low Risk","Unpermitted food facility"
4703,"20170830",103120,"Moderate Risk","Moderate risk food holding temperature "
4703,"20170830",103157,"Low Risk","Food safety certificate or food handler card not available"
4703,"20170830",103156,"Low Risk","Permit license or inspection report not posted"
4703,"20180207",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4703,"20180207",103133,"Moderate Risk","Foods not protected from contamination"
4703,"20180207",103157,"Low Risk","Food safety certificate or food handler card not available"
4703,"20180207",103142,"Low Risk","Unclean nonfood contact surfaces"
4705,"20160316",103112,"High Risk","No hot water or running water"
4705,"20160316",103138,"Low Risk","Improper storage use or identification of toxic substances"
4705,"20160316",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4705,"20160316",103131,"Moderate Risk","Moderate risk vermin infestation"
4705,"20180205",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4705,"20180205",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4705,"20180205",103142,"Low Risk","Unclean nonfood contact surfaces"
4705,"20180205",103114,"High Risk","High risk vermin infestation"
4705,"20180205",103139,"Low Risk","Improper food storage"
4706,"20160919",103120,"Moderate Risk","Moderate risk food holding temperature "
4706,"20160919",103143,"Low Risk","Inadequate warewashing facilities or equipment"
4706,"20160919",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4706,"20160919",103114,"High Risk","High risk vermin infestation"
4706,"20160919",103156,"Low Risk","Permit license or inspection report not posted"
4706,"20171006",103156,"Low Risk","Permit license or inspection report not posted"
4706,"20171006",103129,"Moderate Risk","Insufficient hot water or running water"
4706,"20171006",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4708,"20170512",103142,"Low Risk","Unclean nonfood contact surfaces"
4708,"20170512",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4708,"20151121",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
4708,"20151121",103131,"Moderate Risk","Moderate risk vermin infestation"
4708,"20171215",103157,"Low Risk","Food safety certificate or food handler card not available"
4708,"20171215",103138,"Low Risk","Improper storage use or identification of toxic substances"
4708,"20171215",103120,"Moderate Risk","Moderate risk food holding temperature "
4716,"20160914",103131,"Moderate Risk","Moderate risk vermin infestation"
4716,"20160914",103157,"Low Risk","Food safety certificate or food handler card not available"
4716,"20160914",103156,"Low Risk","Permit license or inspection report not posted"
4716,"20170925",103161,"Low Risk","Low risk vermin infestation"
4716,"20170925",103129,"Moderate Risk","Insufficient hot water or running water"
4716,"20170925",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4716,"20170925",103133,"Moderate Risk","Foods not protected from contamination"
4716,"20180307",103142,"Low Risk","Unclean nonfood contact surfaces"
4716,"20180307",103114,"High Risk","High risk vermin infestation"
4716,"20180307",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4718,"20160726",103157,"Low Risk","Food safety certificate or food handler card not available"
4718,"20160726",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4718,"20160726",103120,"Moderate Risk","Moderate risk food holding temperature "
4718,"20170504",103102,"High Risk","Unclean hands or improper use of gloves"
4718,"20170504",103120,"Moderate Risk","Moderate risk food holding temperature "
4729,"20161027",103112,"High Risk","No hot water or running water"
4729,"20161027",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4729,"20161027",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4729,"20161027",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4729,"20161027",103161,"Low Risk","Low risk vermin infestation"
4729,"20171024",103114,"High Risk","High risk vermin infestation"
4729,"20171024",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4729,"20171024",103142,"Low Risk","Unclean nonfood contact surfaces"
4729,"20150623",103161,"Low Risk","Low risk vermin infestation"
4729,"20150623",103123,"Moderate Risk","Food in poor condition"
4729,"20150623",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4732,"20180516",103138,"Low Risk","Improper storage use or identification of toxic substances"
4732,"20180516",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4732,"20161019",103145,"Low Risk","Improper storage of equipment utensils or linens"
4732,"20161019",103147,"Low Risk","Inadequate ventilation or lighting"
4732,"20161019",103139,"Low Risk","Improper food storage"
4732,"20161019",103136,"Low Risk","Unsanitary employee garments hair or nails"
4732,"20161019",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4732,"20170719",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4732,"20170719",103129,"Moderate Risk","Insufficient hot water or running water"
4732,"20170719",103139,"Low Risk","Improper food storage"
4732,"20170719",103103,"High Risk","High risk food holding temperature "
4732,"20170831",103103,"High Risk","High risk food holding temperature "
4732,"20160202",103102,"High Risk","Unclean hands or improper use of gloves"
4732,"20160202",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4732,"20160202",103142,"Low Risk","Unclean nonfood contact surfaces"
4732,"20160202",103129,"Moderate Risk","Insufficient hot water or running water"
4732,"20160202",103120,"Moderate Risk","Moderate risk food holding temperature "
4732,"20160202",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4732,"20171219",103139,"Low Risk","Improper food storage"
4732,"20171219",103120,"Moderate Risk","Moderate risk food holding temperature "
4732,"20171219",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4732,"20171219",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4734,"20160528",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
4734,"20160528",103118,"Moderate Risk","Employee eating or smoking"
4734,"20160528",103120,"Moderate Risk","Moderate risk food holding temperature "
4734,"20160528",103133,"Moderate Risk","Foods not protected from contamination"
4734,"20160528",103141,"Low Risk","Improper food labeling or menu misrepresentation"
4734,"20160528",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
4734,"20180109",103120,"Moderate Risk","Moderate risk food holding temperature "
4734,"20180109",103141,"Low Risk","Improper food labeling or menu misrepresentation"
4734,"20180109",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4734,"20180109",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4734,"20180109",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4739,"20170421",103147,"Low Risk","Inadequate ventilation or lighting"
4739,"20170421",103115,"High Risk","Other high risk violation"
4739,"20170421",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4739,"20170421",103148,"Low Risk","No thermometers or uncalibrated thermometers "
4739,"20170421",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4739,"20170421",103134,"Moderate Risk","Other moderate risk violation"
4739,"20170421",103105,"High Risk","Improper cooling methods"
4746,"20170629",103131,"Moderate Risk","Moderate risk vermin infestation"
4746,"20170629",103105,"High Risk","Improper cooling methods"
4746,"20170629",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4746,"20170629",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4746,"20170629",103148,"Low Risk","No thermometers or uncalibrated thermometers "
4746,"20150921",103105,"High Risk","Improper cooling methods"
4746,"20150921",103103,"High Risk","High risk food holding temperature "
4746,"20150921",103108,"High Risk","Contaminated or adulterated food"
4746,"20150921",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4753,"20161128",103145,"Low Risk","Improper storage of equipment utensils or linens"
4753,"20161110",103156,"Low Risk","Permit license or inspection report not posted"
4753,"20161110",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
4753,"20161110",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4753,"20161110",103139,"Low Risk","Improper food storage"
4753,"20170824",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4753,"20160505",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
4753,"20160505",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4753,"20160505",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
4753,"20180215",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4754,"20160725",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4754,"20160725",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4754,"20160725",103120,"Moderate Risk","Moderate risk food holding temperature "
4754,"20160725",103161,"Low Risk","Low risk vermin infestation"
4754,"20170816",103129,"Moderate Risk","Insufficient hot water or running water"
4754,"20170816",103142,"Low Risk","Unclean nonfood contact surfaces"
4754,"20170816",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4754,"20170816",103157,"Low Risk","Food safety certificate or food handler card not available"
4754,"20151218",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
4754,"20151218",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
4754,"20151218",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
4754,"20180207",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
4754,"20180207",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4755,"20180531",103145,"Low Risk","Improper storage of equipment utensils or linens"
4755,"20180531",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4755,"20160621",103157,"Low Risk","Food safety certificate or food handler card not available"
4755,"20160621",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4755,"20160621",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4755,"20161228",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4755,"20161228",103161,"Low Risk","Low risk vermin infestation"
4755,"20161228",103139,"Low Risk","Improper food storage"
4755,"20161228",103133,"Moderate Risk","Foods not protected from contamination"
4755,"20161228",103129,"Moderate Risk","Insufficient hot water or running water"
4755,"20171004",103147,"Low Risk","Inadequate ventilation or lighting"
4755,"20171004",103145,"Low Risk","Improper storage of equipment utensils or linens"
4755,"20171004",103139,"Low Risk","Improper food storage"
4755,"20150629",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
4762,"20180611",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
4762,"20180611",103150,"Low Risk","Improper or defective plumbing"
4762,"20180611",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
4762,"20161017",103129,"Moderate Risk","Insufficient hot water or running water"
4762,"20161017",103156,"Low Risk","Permit license or inspection report not posted"
4762,"20161017",103150,"Low Risk","Improper or defective plumbing"
4762,"20161017",103142,"Low Risk","Unclean nonfood contact surfaces"
4762,"20171010",103156,"Low Risk","Permit license or inspection report not posted"
4762,"20171010",103120,"Moderate Risk","Moderate risk food holding temperature "
4762,"20171010",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
